Date and Hour,Date,StartHour,EndHour,Source,Production,dayOfYear,dayName,monthName
2020-08-06 20:00:00+02:00,2020-08-06,20:00:00,21:00:00,Solar,156.0,219,Thursday,August
2020-07-17 09:00:00+02:00,2020-07-17,09:00:00,10:00:00,Solar,1364.0,199,Friday,July
2020-11-05 05:00:00+01:00,2020-11-05,05:00:00,06:00:00,Solar,3.0,310,Thursday,November
2021-02-07 06:00:00+01:00,2021-02-07,06:00:00,07:00:00,Solar,0.0,38,Sunday,February
2021-01-02 05:00:00+01:00,2021-01-02,05:00:00,06:00:00,Solar,0.0,2,Saturday,January
2020-08-06 22:00:00+02:00,2020-08-06,22:00:00,23:00:00,Solar,1.0,219,Thursday,August
2020-07-17 15:00:00+02:00,2020-07-17,15:00:00,16:00:00,Solar,2890.0,199,Friday,July
2020-11-05 06:00:00+01:00,2020-11-05,06:00:00,07:00:00,Solar,0.0,310,Thursday,November
2021-02-07 07:00:00+01:00,2021-02-07,07:00:00,08:00:00,Solar,0.0,38,Sunday,February
2021-01-02 10:00:00+01:00,2021-01-02,10:00:00,11:00:00,Solar,384.0,2,Saturday,January
2020-08-07 01:00:00+02:00,2020-08-07,01:00:00,02:00:00,Solar,1.0,220,Friday,August
2020-07-17 16:00:00+02:00,2020-07-17,16:00:00,17:00:00,Solar,2647.0,199,Friday,July
2020-11-05 07:00:00+01:00,2020-11-05,07:00:00,08:00:00,Solar,17.0,310,Thursday,November
2021-02-07 12:00:00+01:00,2021-02-07,12:00:00,13:00:00,Solar,1398.0,38,Sunday,February
2021-01-02 15:00:00+01:00,2021-01-02,15:00:00,16:00:00,Solar,495.0,2,Saturday,January
2020-08-07 03:00:00+02:00,2020-08-07,03:00:00,04:00:00,Solar,1.0,220,Friday,August
2020-07-18 03:00:00+02:00,2020-07-18,03:00:00,04:00:00,Solar,0.0,200,Saturday,July
2020-11-05 13:00:00+01:00,2020-11-05,13:00:00,14:00:00,Solar,2845.0,310,Thursday,November
2021-02-07 13:00:00+01:00,2021-02-07,13:00:00,14:00:00,Solar,1526.0,38,Sunday,February
2021-01-02 23:00:00+01:00,2021-01-02,23:00:00,24:00:00,Solar,0.0,2,Saturday,January
2020-08-07 23:00:00+02:00,2020-08-07,23:00:00,24:00:00,Solar,1.0,220,Friday,August
2020-07-18 07:00:00+02:00,2020-07-18,07:00:00,08:00:00,Solar,253.0,200,Saturday,July
2020-11-05 16:00:00+01:00,2020-11-05,16:00:00,17:00:00,Solar,690.0,310,Thursday,November
2021-02-07 19:00:00+01:00,2021-02-07,19:00:00,20:00:00,Solar,2.0,38,Sunday,February
2021-01-03 03:00:00+01:00,2021-01-03,03:00:00,04:00:00,Solar,0.0,3,Sunday,January
2020-08-08 03:00:00+02:00,2020-08-08,03:00:00,04:00:00,Solar,0.0,221,Saturday,August
2020-07-18 14:00:00+02:00,2020-07-18,14:00:00,15:00:00,Solar,3838.0,200,Saturday,July
2020-11-05 19:00:00+01:00,2020-11-05,19:00:00,20:00:00,Solar,0.0,310,Thursday,November
2021-02-08 00:00:00+01:00,2021-02-08,00:00:00,01:00:00,Solar,0.0,39,Monday,February
2021-01-03 04:00:00+01:00,2021-01-03,04:00:00,05:00:00,Solar,0.0,3,Sunday,January
2020-08-08 07:00:00+02:00,2020-08-08,07:00:00,08:00:00,Solar,132.0,221,Saturday,August
2020-07-18 15:00:00+02:00,2020-07-18,15:00:00,16:00:00,Solar,3704.0,200,Saturday,July
2020-11-05 21:00:00+01:00,2020-11-05,21:00:00,22:00:00,Solar,0.0,310,Thursday,November
2021-02-08 03:00:00+01:00,2021-02-08,03:00:00,04:00:00,Solar,0.0,39,Monday,February
2021-01-03 10:00:00+01:00,2021-01-03,10:00:00,11:00:00,Solar,720.0,3,Sunday,January
2020-08-08 10:00:00+02:00,2020-08-08,10:00:00,11:00:00,Solar,2479.0,221,Saturday,August
2020-07-18 16:00:00+02:00,2020-07-18,16:00:00,17:00:00,Solar,3333.0,200,Saturday,July
2020-11-06 01:00:00+01:00,2020-11-06,01:00:00,02:00:00,Solar,0.0,311,Friday,November
2021-02-08 14:00:00+01:00,2021-02-08,14:00:00,15:00:00,Solar,1046.0,39,Monday,February
2021-01-03 12:00:00+01:00,2021-01-03,12:00:00,13:00:00,Solar,1546.0,3,Sunday,January
2020-08-08 15:00:00+02:00,2020-08-08,15:00:00,16:00:00,Solar,3545.0,221,Saturday,August
2020-07-18 21:00:00+02:00,2020-07-18,21:00:00,22:00:00,Solar,27.0,200,Saturday,July
2020-11-06 03:00:00+01:00,2020-11-06,03:00:00,04:00:00,Solar,0.0,311,Friday,November
2021-02-09 02:00:00+01:00,2021-02-09,02:00:00,03:00:00,Solar,0.0,40,Tuesday,February
2021-01-03 21:00:00+01:00,2021-01-03,21:00:00,22:00:00,Solar,1.0,3,Sunday,January
2020-08-09 05:00:00+02:00,2020-08-09,05:00:00,06:00:00,Solar,0.0,222,Sunday,August
2020-07-19 00:00:00+02:00,2020-07-19,00:00:00,01:00:00,Solar,2.0,201,Sunday,July
2020-11-06 05:00:00+01:00,2020-11-06,05:00:00,06:00:00,Solar,0.0,311,Friday,November
2021-02-09 09:00:00+01:00,2021-02-09,09:00:00,10:00:00,Solar,575.0,40,Tuesday,February
2021-01-04 00:00:00+01:00,2021-01-04,00:00:00,01:00:00,Solar,0.0,4,Monday,January
2020-08-09 09:00:00+02:00,2020-08-09,09:00:00,10:00:00,Solar,1482.0,222,Sunday,August
2020-07-19 01:00:00+02:00,2020-07-19,01:00:00,02:00:00,Solar,1.0,201,Sunday,July
2020-11-06 16:00:00+01:00,2020-11-06,16:00:00,17:00:00,Solar,383.0,311,Friday,November
2021-02-10 00:00:00+01:00,2021-02-10,00:00:00,01:00:00,Solar,0.0,41,Wednesday,February
2021-01-04 02:00:00+01:00,2021-01-04,02:00:00,03:00:00,Solar,0.0,4,Monday,January
2020-08-09 11:00:00+02:00,2020-08-09,11:00:00,12:00:00,Solar,2937.0,222,Sunday,August
2020-07-19 04:00:00+02:00,2020-07-19,04:00:00,05:00:00,Solar,0.0,201,Sunday,July
2020-11-06 17:00:00+01:00,2020-11-06,17:00:00,18:00:00,Solar,30.0,311,Friday,November
2021-02-10 06:00:00+01:00,2021-02-10,06:00:00,07:00:00,Solar,0.0,41,Wednesday,February
2021-01-04 05:00:00+01:00,2021-01-04,05:00:00,06:00:00,Solar,0.0,4,Monday,January
2020-08-09 13:00:00+02:00,2020-08-09,13:00:00,14:00:00,Solar,3414.0,222,Sunday,August
2020-07-19 05:00:00+02:00,2020-07-19,05:00:00,06:00:00,Solar,0.0,201,Sunday,July
2020-11-06 18:00:00+01:00,2020-11-06,18:00:00,19:00:00,Solar,1.0,311,Friday,November
2021-02-11 01:00:00+01:00,2021-02-11,01:00:00,02:00:00,Solar,0.0,42,Thursday,February
2021-01-04 07:00:00+01:00,2021-01-04,07:00:00,08:00:00,Solar,0.0,4,Monday,January
2020-08-09 15:00:00+02:00,2020-08-09,15:00:00,16:00:00,Solar,3072.0,222,Sunday,August
2020-07-19 12:00:00+02:00,2020-07-19,12:00:00,13:00:00,Solar,3772.0,201,Sunday,July
2020-11-07 02:00:00+01:00,2020-11-07,02:00:00,03:00:00,Solar,0.0,312,Saturday,November
2021-02-11 02:00:00+01:00,2021-02-11,02:00:00,03:00:00,Solar,0.0,42,Thursday,February
2021-01-04 08:00:00+01:00,2021-01-04,08:00:00,09:00:00,Solar,12.0,4,Monday,January
2020-08-09 16:00:00+02:00,2020-08-09,16:00:00,17:00:00,Solar,2584.0,222,Sunday,August
2020-07-19 15:00:00+02:00,2020-07-19,15:00:00,16:00:00,Solar,3742.0,201,Sunday,July
2020-11-07 03:00:00+01:00,2020-11-07,03:00:00,04:00:00,Solar,0.0,312,Saturday,November
2021-02-11 03:00:00+01:00,2021-02-11,03:00:00,04:00:00,Solar,0.0,42,Thursday,February
2021-01-04 13:00:00+01:00,2021-01-04,13:00:00,14:00:00,Solar,887.0,4,Monday,January
2020-08-09 18:00:00+02:00,2020-08-09,18:00:00,19:00:00,Solar,1256.0,222,Sunday,August
2020-07-20 06:00:00+02:00,2020-07-20,06:00:00,07:00:00,Solar,16.0,202,Monday,July
2020-11-07 09:00:00+01:00,2020-11-07,09:00:00,10:00:00,Solar,513.0,312,Saturday,November
2021-02-11 12:00:00+01:00,2021-02-11,12:00:00,13:00:00,Solar,2500.0,42,Thursday,February
2021-01-04 15:00:00+01:00,2021-01-04,15:00:00,16:00:00,Solar,471.0,4,Monday,January
2020-08-09 21:00:00+02:00,2020-08-09,21:00:00,22:00:00,Solar,3.0,222,Sunday,August
2020-07-20 12:00:00+02:00,2020-07-20,12:00:00,13:00:00,Solar,3719.0,202,Monday,July
2020-11-07 11:00:00+01:00,2020-11-07,11:00:00,12:00:00,Solar,1148.0,312,Saturday,November
2021-02-11 13:00:00+01:00,2021-02-11,13:00:00,14:00:00,Solar,2556.0,42,Thursday,February
2021-01-05 00:00:00+01:00,2021-01-05,00:00:00,01:00:00,Solar,0.0,5,Tuesday,January
2020-08-10 00:00:00+02:00,2020-08-10,00:00:00,01:00:00,Solar,0.0,223,Monday,August
2020-07-20 16:00:00+02:00,2020-07-20,16:00:00,17:00:00,Solar,3185.0,202,Monday,July
2020-11-07 14:00:00+01:00,2020-11-07,14:00:00,15:00:00,Solar,840.0,312,Saturday,November
2021-02-11 21:00:00+01:00,2021-02-11,21:00:00,22:00:00,Solar,0.0,42,Thursday,February
2021-01-05 04:00:00+01:00,2021-01-05,04:00:00,05:00:00,Solar,0.0,5,Tuesday,January
2020-08-10 05:00:00+02:00,2020-08-10,05:00:00,06:00:00,Solar,0.0,223,Monday,August
2020-07-20 20:00:00+02:00,2020-07-20,20:00:00,21:00:00,Solar,232.0,202,Monday,July
2020-11-08 04:00:00+01:00,2020-11-08,04:00:00,05:00:00,Solar,0.0,313,Sunday,November
2021-02-11 22:00:00+01:00,2021-02-11,22:00:00,23:00:00,Solar,0.0,42,Thursday,February
2021-01-05 07:00:00+01:00,2021-01-05,07:00:00,08:00:00,Solar,0.0,5,Tuesday,January
2020-08-10 09:00:00+02:00,2020-08-10,09:00:00,10:00:00,Solar,1309.0,223,Monday,August
2020-07-21 07:00:00+02:00,2020-07-21,07:00:00,08:00:00,Solar,219.0,203,Tuesday,July
2020-11-08 10:00:00+01:00,2020-11-08,10:00:00,11:00:00,Solar,1487.0,313,Sunday,November
2021-02-12 00:00:00+01:00,2021-02-12,00:00:00,01:00:00,Solar,0.0,43,Friday,February
2021-01-05 10:00:00+01:00,2021-01-05,10:00:00,11:00:00,Solar,423.0,5,Tuesday,January
2020-08-10 10:00:00+02:00,2020-08-10,10:00:00,11:00:00,Solar,2013.0,223,Monday,August
2020-07-21 12:00:00+02:00,2020-07-21,12:00:00,13:00:00,Solar,3518.0,203,Tuesday,July
2020-11-08 15:00:00+01:00,2020-11-08,15:00:00,16:00:00,Solar,1213.0,313,Sunday,November
2021-02-12 07:00:00+01:00,2021-02-12,07:00:00,08:00:00,Solar,1.0,43,Friday,February
2021-01-05 11:00:00+01:00,2021-01-05,11:00:00,12:00:00,Solar,683.0,5,Tuesday,January
2020-08-10 16:00:00+02:00,2020-08-10,16:00:00,17:00:00,Solar,2401.0,223,Monday,August
2020-07-21 17:00:00+02:00,2020-07-21,17:00:00,18:00:00,Solar,2554.0,203,Tuesday,July
2020-11-09 01:00:00+01:00,2020-11-09,01:00:00,02:00:00,Solar,0.0,314,Monday,November
2021-02-12 09:00:00+01:00,2021-02-12,09:00:00,10:00:00,Solar,281.0,43,Friday,February
2021-01-05 16:00:00+01:00,2021-01-05,16:00:00,17:00:00,Solar,152.0,5,Tuesday,January
2020-08-10 18:00:00+02:00,2020-08-10,18:00:00,19:00:00,Solar,1205.0,223,Monday,August
2020-07-21 21:00:00+02:00,2020-07-21,21:00:00,22:00:00,Solar,23.0,203,Tuesday,July
2020-11-09 05:00:00+01:00,2020-11-09,05:00:00,06:00:00,Solar,0.0,314,Monday,November
2021-02-13 03:00:00+01:00,2021-02-13,03:00:00,04:00:00,Solar,0.0,44,Saturday,February
2021-01-05 18:00:00+01:00,2021-01-05,18:00:00,19:00:00,Solar,0.0,5,Tuesday,January
2020-08-10 19:00:00+02:00,2020-08-10,19:00:00,20:00:00,Solar,477.0,223,Monday,August
2020-07-21 22:00:00+02:00,2020-07-21,22:00:00,23:00:00,Solar,1.0,203,Tuesday,July
2020-11-09 10:00:00+01:00,2020-11-09,10:00:00,11:00:00,Solar,1582.0,314,Monday,November
2021-02-13 05:00:00+01:00,2021-02-13,05:00:00,06:00:00,Solar,0.0,44,Saturday,February
2021-01-05 19:00:00+01:00,2021-01-05,19:00:00,20:00:00,Solar,0.0,5,Tuesday,January
2020-08-11 14:00:00+02:00,2020-08-11,14:00:00,15:00:00,Solar,3278.0,224,Tuesday,August
2020-07-22 00:00:00+02:00,2020-07-22,00:00:00,01:00:00,Solar,0.0,204,Wednesday,July
2020-11-09 16:00:00+01:00,2020-11-09,16:00:00,17:00:00,Solar,479.0,314,Monday,November
2021-02-13 08:00:00+01:00,2021-02-13,08:00:00,09:00:00,Solar,168.0,44,Saturday,February
2021-01-06 02:00:00+01:00,2021-01-06,02:00:00,03:00:00,Solar,0.0,6,Wednesday,January
2020-08-11 16:00:00+02:00,2020-08-11,16:00:00,17:00:00,Solar,2746.0,224,Tuesday,August
2020-07-22 16:00:00+02:00,2020-07-22,16:00:00,17:00:00,Solar,2778.0,204,Wednesday,July
2020-11-09 20:00:00+01:00,2020-11-09,20:00:00,21:00:00,Solar,1.0,314,Monday,November
2021-02-13 13:00:00+01:00,2021-02-13,13:00:00,14:00:00,Solar,2103.0,44,Saturday,February
2021-01-06 04:00:00+01:00,2021-01-06,04:00:00,05:00:00,Solar,0.0,6,Wednesday,January
2020-08-11 18:00:00+02:00,2020-08-11,18:00:00,19:00:00,Solar,1216.0,224,Tuesday,August
2020-07-22 21:00:00+02:00,2020-07-22,21:00:00,22:00:00,Solar,21.0,204,Wednesday,July
2020-11-10 00:00:00+01:00,2020-11-10,00:00:00,01:00:00,Solar,0.0,315,Tuesday,November
2021-02-14 04:00:00+01:00,2021-02-14,04:00:00,05:00:00,Solar,0.0,45,Sunday,February
2021-01-06 08:00:00+01:00,2021-01-06,08:00:00,09:00:00,Solar,18.0,6,Wednesday,January
2020-08-11 19:00:00+02:00,2020-08-11,19:00:00,20:00:00,Solar,469.0,224,Tuesday,August
2020-07-23 00:00:00+02:00,2020-07-23,00:00:00,01:00:00,Solar,0.0,205,Thursday,July
2020-11-10 01:00:00+01:00,2020-11-10,01:00:00,02:00:00,Solar,0.0,315,Tuesday,November
2021-02-14 07:00:00+01:00,2021-02-14,07:00:00,08:00:00,Solar,1.0,45,Sunday,February
2021-01-06 09:00:00+01:00,2021-01-06,09:00:00,10:00:00,Solar,247.0,6,Wednesday,January
2020-08-12 01:00:00+02:00,2020-08-12,01:00:00,02:00:00,Solar,0.0,225,Wednesday,August
2020-07-23 03:00:00+02:00,2020-07-23,03:00:00,04:00:00,Solar,0.0,205,Thursday,July
2020-11-10 07:00:00+01:00,2020-11-10,07:00:00,08:00:00,Solar,7.0,315,Tuesday,November
2021-02-14 20:00:00+01:00,2021-02-14,20:00:00,21:00:00,Solar,0.0,45,Sunday,February
2021-01-06 11:00:00+01:00,2021-01-06,11:00:00,12:00:00,Solar,1150.0,6,Wednesday,January
2020-08-12 03:00:00+02:00,2020-08-12,03:00:00,04:00:00,Solar,0.0,225,Wednesday,August
2020-07-23 08:00:00+02:00,2020-07-23,08:00:00,09:00:00,Solar,814.0,205,Thursday,July
2020-11-10 08:00:00+01:00,2020-11-10,08:00:00,09:00:00,Solar,208.0,315,Tuesday,November
2021-02-14 22:00:00+01:00,2021-02-14,22:00:00,23:00:00,Solar,0.0,45,Sunday,February
2021-01-06 14:00:00+01:00,2021-01-06,14:00:00,15:00:00,Solar,1071.0,6,Wednesday,January
2020-08-12 08:00:00+02:00,2020-08-12,08:00:00,09:00:00,Solar,470.0,225,Wednesday,August
2020-07-23 15:00:00+02:00,2020-07-23,15:00:00,16:00:00,Solar,2951.0,205,Thursday,July
2020-11-10 12:00:00+01:00,2020-11-10,12:00:00,13:00:00,Solar,2061.0,315,Tuesday,November
2021-02-15 04:00:00+01:00,2021-02-15,04:00:00,05:00:00,Solar,0.0,46,Monday,February
2021-01-06 20:00:00+01:00,2021-01-06,20:00:00,21:00:00,Solar,0.0,6,Wednesday,January
2020-08-12 13:00:00+02:00,2020-08-12,13:00:00,14:00:00,Solar,2969.0,225,Wednesday,August
2020-07-23 17:00:00+02:00,2020-07-23,17:00:00,18:00:00,Solar,1803.0,205,Thursday,July
2020-11-10 14:00:00+01:00,2020-11-10,14:00:00,15:00:00,Solar,1803.0,315,Tuesday,November
2021-02-15 06:00:00+01:00,2021-02-15,06:00:00,07:00:00,Solar,0.0,46,Monday,February
2021-01-07 00:00:00+01:00,2021-01-07,00:00:00,01:00:00,Solar,0.0,7,Thursday,January
2020-08-12 14:00:00+02:00,2020-08-12,14:00:00,15:00:00,Solar,2858.0,225,Wednesday,August
2020-07-23 21:00:00+02:00,2020-07-23,21:00:00,22:00:00,Solar,15.0,205,Thursday,July
2020-11-10 17:00:00+01:00,2020-11-10,17:00:00,18:00:00,Solar,37.0,315,Tuesday,November
2021-02-15 10:00:00+01:00,2021-02-15,10:00:00,11:00:00,Solar,1898.0,46,Monday,February
2021-01-07 06:00:00+01:00,2021-01-07,06:00:00,07:00:00,Solar,0.0,7,Thursday,January
2020-08-12 21:00:00+02:00,2020-08-12,21:00:00,22:00:00,Solar,4.0,225,Wednesday,August
2020-07-24 00:00:00+02:00,2020-07-24,00:00:00,01:00:00,Solar,0.0,206,Friday,July
2020-11-11 02:00:00+01:00,2020-11-11,02:00:00,03:00:00,Solar,0.0,316,Wednesday,November
2021-02-15 14:00:00+01:00,2021-02-15,14:00:00,15:00:00,Solar,2232.0,46,Monday,February
2021-01-07 11:00:00+01:00,2021-01-07,11:00:00,12:00:00,Solar,1692.0,7,Thursday,January
2020-08-13 07:00:00+02:00,2020-08-13,07:00:00,08:00:00,Solar,86.0,226,Thursday,August
2020-07-24 03:00:00+02:00,2020-07-24,03:00:00,04:00:00,Solar,0.0,206,Friday,July
2020-11-11 06:00:00+01:00,2020-11-11,06:00:00,07:00:00,Solar,0.0,316,Wednesday,November
2021-02-16 02:00:00+01:00,2021-02-16,02:00:00,03:00:00,Solar,0.0,47,Tuesday,February
2021-01-07 22:00:00+01:00,2021-01-07,22:00:00,23:00:00,Solar,0.0,7,Thursday,January
2020-08-13 08:00:00+02:00,2020-08-13,08:00:00,09:00:00,Solar,431.0,226,Thursday,August
2020-07-24 15:00:00+02:00,2020-07-24,15:00:00,16:00:00,Solar,3642.0,206,Friday,July
2020-11-11 07:00:00+01:00,2020-11-11,07:00:00,08:00:00,Solar,9.0,316,Wednesday,November
2021-02-16 03:00:00+01:00,2021-02-16,03:00:00,04:00:00,Solar,0.0,47,Tuesday,February
2021-01-07 23:00:00+01:00,2021-01-07,23:00:00,24:00:00,Solar,0.0,7,Thursday,January
2020-08-13 11:00:00+02:00,2020-08-13,11:00:00,12:00:00,Solar,1913.0,226,Thursday,August
2020-07-24 20:00:00+02:00,2020-07-24,20:00:00,21:00:00,Solar,236.0,206,Friday,July
2020-11-11 09:00:00+01:00,2020-11-11,09:00:00,10:00:00,Solar,1109.0,316,Wednesday,November
2021-02-16 04:00:00+01:00,2021-02-16,04:00:00,05:00:00,Solar,0.0,47,Tuesday,February
2021-01-08 06:00:00+01:00,2021-01-08,06:00:00,07:00:00,Solar,0.0,8,Friday,January
2020-08-13 15:00:00+02:00,2020-08-13,15:00:00,16:00:00,Solar,2198.0,226,Thursday,August
2020-07-25 09:00:00+02:00,2020-07-25,09:00:00,10:00:00,Solar,1848.0,207,Saturday,July
2020-11-11 10:00:00+01:00,2020-11-11,10:00:00,11:00:00,Solar,1872.0,316,Wednesday,November
2021-02-16 07:00:00+01:00,2021-02-16,07:00:00,08:00:00,Solar,1.0,47,Tuesday,February
2021-01-08 17:00:00+01:00,2021-01-08,17:00:00,18:00:00,Solar,30.0,8,Friday,January
2020-08-13 16:00:00+02:00,2020-08-13,16:00:00,17:00:00,Solar,1867.0,226,Thursday,August
2020-07-25 12:00:00+02:00,2020-07-25,12:00:00,13:00:00,Solar,3461.0,207,Saturday,July
2020-11-11 18:00:00+01:00,2020-11-11,18:00:00,19:00:00,Solar,7.0,316,Wednesday,November
2021-02-16 08:00:00+01:00,2021-02-16,08:00:00,09:00:00,Solar,157.0,47,Tuesday,February
2021-01-09 02:00:00+01:00,2021-01-09,02:00:00,03:00:00,Solar,0.0,9,Saturday,January
2020-08-13 17:00:00+02:00,2020-08-13,17:00:00,18:00:00,Solar,1363.0,226,Thursday,August
2020-07-26 00:00:00+02:00,2020-07-26,00:00:00,01:00:00,Solar,2.0,208,Sunday,July
2020-11-11 20:00:00+01:00,2020-11-11,20:00:00,21:00:00,Solar,1.0,316,Wednesday,November
2021-02-16 09:00:00+01:00,2021-02-16,09:00:00,10:00:00,Solar,666.0,47,Tuesday,February
2021-01-09 17:00:00+01:00,2021-01-09,17:00:00,18:00:00,Solar,28.0,9,Saturday,January
2020-08-13 20:00:00+02:00,2020-08-13,20:00:00,21:00:00,Solar,79.0,226,Thursday,August
2020-07-26 01:00:00+02:00,2020-07-26,01:00:00,02:00:00,Solar,1.0,208,Sunday,July
2020-11-12 03:00:00+01:00,2020-11-12,03:00:00,04:00:00,Solar,0.0,317,Thursday,November
2021-02-16 11:00:00+01:00,2021-02-16,11:00:00,12:00:00,Solar,1471.0,47,Tuesday,February
2021-01-09 20:00:00+01:00,2021-01-09,20:00:00,21:00:00,Solar,0.0,9,Saturday,January
2020-08-13 22:00:00+02:00,2020-08-13,22:00:00,23:00:00,Solar,0.0,226,Thursday,August
2020-07-26 02:00:00+02:00,2020-07-26,02:00:00,03:00:00,Solar,1.0,208,Sunday,July
2020-11-12 05:00:00+01:00,2020-11-12,05:00:00,06:00:00,Solar,0.0,317,Thursday,November
2021-02-16 12:00:00+01:00,2021-02-16,12:00:00,13:00:00,Solar,1758.0,47,Tuesday,February
2021-01-09 22:00:00+01:00,2021-01-09,22:00:00,23:00:00,Solar,0.0,9,Saturday,January
2020-08-13 23:00:00+02:00,2020-08-13,23:00:00,24:00:00,Solar,0.0,226,Thursday,August
2020-07-26 04:00:00+02:00,2020-07-26,04:00:00,05:00:00,Solar,0.0,208,Sunday,July
2020-11-12 13:00:00+01:00,2020-11-12,13:00:00,14:00:00,Solar,2366.0,317,Thursday,November
2021-02-16 14:00:00+01:00,2021-02-16,14:00:00,15:00:00,Solar,1799.0,47,Tuesday,February
2021-01-09 23:00:00+01:00,2021-01-09,23:00:00,24:00:00,Solar,0.0,9,Saturday,January
2020-08-14 00:00:00+02:00,2020-08-14,00:00:00,01:00:00,Solar,0.0,227,Friday,August
2020-07-26 09:00:00+02:00,2020-07-26,09:00:00,10:00:00,Solar,1485.0,208,Sunday,July
2020-11-12 17:00:00+01:00,2020-11-12,17:00:00,18:00:00,Solar,39.0,317,Thursday,November
2021-02-16 19:00:00+01:00,2021-02-16,19:00:00,20:00:00,Solar,2.0,47,Tuesday,February
2021-01-10 01:00:00+01:00,2021-01-10,01:00:00,02:00:00,Solar,0.0,10,Sunday,January
2020-08-14 04:00:00+02:00,2020-08-14,04:00:00,05:00:00,Solar,0.0,227,Friday,August
2020-07-26 21:00:00+02:00,2020-07-26,21:00:00,22:00:00,Solar,18.0,208,Sunday,July
2020-11-12 18:00:00+01:00,2020-11-12,18:00:00,19:00:00,Solar,2.0,317,Thursday,November
2021-02-17 05:00:00+01:00,2021-02-17,05:00:00,06:00:00,Solar,0.0,48,Wednesday,February
2021-01-10 06:00:00+01:00,2021-01-10,06:00:00,07:00:00,Solar,0.0,10,Sunday,January
2020-08-14 08:00:00+02:00,2020-08-14,08:00:00,09:00:00,Solar,574.0,227,Friday,August
2020-07-27 10:00:00+02:00,2020-07-27,10:00:00,11:00:00,Solar,2724.0,209,Monday,July
2020-11-12 19:00:00+01:00,2020-11-12,19:00:00,20:00:00,Solar,0.0,317,Thursday,November
2021-02-17 08:00:00+01:00,2021-02-17,08:00:00,09:00:00,Solar,261.0,48,Wednesday,February
2021-01-10 11:00:00+01:00,2021-01-10,11:00:00,12:00:00,Solar,1494.0,10,Sunday,January
2020-08-14 09:00:00+02:00,2020-08-14,09:00:00,10:00:00,Solar,1398.0,227,Friday,August
2020-07-27 13:00:00+02:00,2020-07-27,13:00:00,14:00:00,Solar,3848.0,209,Monday,July
2020-11-13 01:00:00+01:00,2020-11-13,01:00:00,02:00:00,Solar,0.0,318,Friday,November
2021-02-17 09:00:00+01:00,2021-02-17,09:00:00,10:00:00,Solar,1113.0,48,Wednesday,February
2021-01-10 12:00:00+01:00,2021-01-10,12:00:00,13:00:00,Solar,1786.0,10,Sunday,January
2020-08-14 12:00:00+02:00,2020-08-14,12:00:00,13:00:00,Solar,3001.0,227,Friday,August
2020-07-27 19:00:00+02:00,2020-07-27,19:00:00,20:00:00,Solar,867.0,209,Monday,July
2020-11-13 05:00:00+01:00,2020-11-13,05:00:00,06:00:00,Solar,0.0,318,Friday,November
2021-02-17 10:00:00+01:00,2021-02-17,10:00:00,11:00:00,Solar,2110.0,48,Wednesday,February
2021-01-10 19:00:00+01:00,2021-01-10,19:00:00,20:00:00,Solar,0.0,10,Sunday,January
2020-08-14 13:00:00+02:00,2020-08-14,13:00:00,14:00:00,Solar,3349.0,227,Friday,August
2020-07-28 02:00:00+02:00,2020-07-28,02:00:00,03:00:00,Solar,1.0,210,Tuesday,July
2020-11-13 09:00:00+01:00,2020-11-13,09:00:00,10:00:00,Solar,761.0,318,Friday,November
2021-02-17 13:00:00+01:00,2021-02-17,13:00:00,14:00:00,Solar,3325.0,48,Wednesday,February
2021-01-11 05:00:00+01:00,2021-01-11,05:00:00,06:00:00,Solar,0.0,11,Monday,January
2020-08-14 15:00:00+02:00,2020-08-14,15:00:00,16:00:00,Solar,3294.0,227,Friday,August
2020-07-28 03:00:00+02:00,2020-07-28,03:00:00,04:00:00,Solar,1.0,210,Tuesday,July
2020-11-13 20:00:00+01:00,2020-11-13,20:00:00,21:00:00,Solar,0.0,318,Friday,November
2021-02-17 17:00:00+01:00,2021-02-17,17:00:00,18:00:00,Solar,479.0,48,Wednesday,February
2021-01-11 09:00:00+01:00,2021-01-11,09:00:00,10:00:00,Solar,480.0,11,Monday,January
2020-08-14 17:00:00+02:00,2020-08-14,17:00:00,18:00:00,Solar,2433.0,227,Friday,August
2020-07-28 06:00:00+02:00,2020-07-28,06:00:00,07:00:00,Solar,7.0,210,Tuesday,July
2020-11-14 00:00:00+01:00,2020-11-14,00:00:00,01:00:00,Solar,0.0,319,Saturday,November
2021-02-18 00:00:00+01:00,2021-02-18,00:00:00,01:00:00,Solar,0.0,49,Thursday,February
2021-01-11 14:00:00+01:00,2021-01-11,14:00:00,15:00:00,Solar,1962.0,11,Monday,January
2020-08-14 22:00:00+02:00,2020-08-14,22:00:00,23:00:00,Solar,1.0,227,Friday,August
2020-07-28 15:00:00+02:00,2020-07-28,15:00:00,16:00:00,Solar,2735.0,210,Tuesday,July
2020-11-14 02:00:00+01:00,2020-11-14,02:00:00,03:00:00,Solar,0.0,319,Saturday,November
2021-02-18 07:00:00+01:00,2021-02-18,07:00:00,08:00:00,Solar,3.0,49,Thursday,February
2021-01-11 15:00:00+01:00,2021-01-11,15:00:00,16:00:00,Solar,1412.0,11,Monday,January
2020-08-14 23:00:00+02:00,2020-08-14,23:00:00,24:00:00,Solar,0.0,227,Friday,August
