tenure,MonthlyCharges,Contract,PaymentMethod,PaperlessBilling,charge_ratio,Churn
35,25.6,Month-to-month,Electronic check,1,1.005859375,0
50,105.95,Month-to-month,Credit card (automatic),0,1.0083624351109015,1
68,70.8,Two year,Credit card (automatic),0,1.009461199734131,0
47,25.4,Month-to-month,Electronic check,0,0.9542636957614341,0
65,108.8,Month-to-month,Bank transfer (automatic),1,1.0014776583710407,0
5,69.75,Month-to-month,Electronic check,1,0.930752688172043,1
51,94.65,Month-to-month,Electronic check,1,0.9970168733103383,1
46,96.05,Month-to-month,Bank transfer (automatic),0,0.9957449697847588,1
9,70.45,Month-to-month,Electronic check,1,1.046526299187761,0
8,20.25,Two year,Mailed check,0,1.0780864197530864,0
14,24.8,One year,Credit card (automatic),1,0.9265552995391705,0
45,115.65,Month-to-month,Electronic check,1,0.9848681366191094,0
8,74.6,Month-to-month,Credit card (automatic),1,0.9197386058981234,0
1,50.15,Month-to-month,Mailed check,1,1.0,1
66,103.15,One year,Bank transfer (automatic),1,1.0328148180789964,0
72,72.1,Two year,Credit card (automatic),0,0.9663757897981199,0
41,113.6,Month-to-month,Bank transfer (automatic),1,0.9865488663689455,1
23,25.1,Two year,Mailed check,0,1.0591546856054044,0
29,78.9,Month-to-month,Electronic check,1,1.041978060399458,1
4,80.15,Month-to-month,Electronic check,1,0.9976606363069245,0
6,25.4,Two year,Mailed check,0,1.0059055118110238,0
67,105.4,One year,Credit card (automatic),1,0.9962898977597779,0
7,45.75,Month-to-month,Mailed check,1,1.0747853239656517,0
56,24.45,One year,Mailed check,1,1.045610575518551,0
72,25.0,Two year,Credit card (automatic),0,1.0273333333333334,0
72,85.25,Two year,Electronic check,1,0.9910557184750733,0
23,19.6,Two year,Credit card (automatic),0,0.9464285714285714,0
35,50.15,Month-to-month,Mailed check,0,0.9430850306224184,0
27,70.55,Month-to-month,Electronic check,1,1.020500301861039,0
26,60.05,Month-to-month,Electronic check,1,1.0351309805930955,1
12,26.4,One year,Mailed check,0,0.9941603535353536,0
40,20.15,Two year,Mailed check,0,2.115784779471828,0
7,58.85,Month-to-month,Mailed check,0,1.130476999635878,0
70,70.45,Month-to-month,Credit card (automatic),1,1.352337017134746,0
60,19.65,Two year,Credit card (automatic),0,0.9853689567430025,0
39,25.25,One year,Credit card (automatic),1,0.9624270119319625,0
72,114.45,Two year,Credit card (automatic),0,1.0163402262026116,0
1,34.7,Month-to-month,Electronic check,1,1.0,1
54,70.7,One year,Electronic check,1,0.9874797003509874,0
3,85.3,Month-to-month,Electronic check,1,1.0347792106291522,1
63,75.55,Two year,Credit card (automatic),0,0.9891168468269728,0
71,84.8,Two year,Electronic check,1,1.021857560457082,0
42,20.65,One year,Mailed check,1,1.1046927245474463,0
47,20.45,Two year,Bank transfer (automatic),0,0.9811163710138896,0
66,102.45,One year,Credit card (automatic),1,0.9783264563645236,1
21,104.4,Month-to-month,Bank transfer (automatic),1,1.003580550994344,1
11,35.65,Month-to-month,Electronic check,1,1.0840239704194825,0
1,99.75,Month-to-month,Electronic check,1,1.0,1
55,90.45,Month-to-month,Electronic check,0,1.0140811096034976,0
69,97.65,Two year,Credit card (automatic),1,1.000845967185378,0
3,73.85,Month-to-month,Electronic check,0,1.878284225145848,0
4,74.4,Month-to-month,Electronic check,1,1.007056451612903,1
30,69.1,Two year,Credit card (automatic),1,1.0100820067534975,0
5,82.75,Month-to-month,Electronic check,1,1.0096676737160122,0
71,24.4,Two year,Credit card (automatic),1,0.9959593627337798,0
29,55.25,One year,Electronic check,1,1.0112029957871742,0
52,61.35,Month-to-month,Bank transfer (automatic),0,0.9935270515955112,0
68,76.75,One year,Credit card (automatic),0,1.0027304081241617,0
46,19.4,Two year,Mailed check,0,1.0845472882115643,0
8,54.75,Month-to-month,Credit card (automatic),1,1.0001141552511417,0
72,70.45,Two year,Credit card (automatic),0,0.28032095260626133,0
17,19.9,One year,Bank transfer (automatic),0,0.9552172627845108,0
3,107.95,Month-to-month,Electronic check,1,0.983788791106994,0
2,83.8,Month-to-month,Bank transfer (automatic),1,0.9767303102625298,0
9,74.25,Month-to-month,Credit card (automatic),1,0.9572016460905349,1
51,56.4,One year,Credit card (automatic),1,0.0196078431372549,0
6,20.1,Two year,Unknown,0,0.8320895522388059,0
3,94.9,Month-to-month,Electronic check,0,0.9596066034422197,0
17,94.2,Month-to-month,Electronic check,1,1.0042150618209067,0
30,49.9,Month-to-month,Electronic check,0,0.9632264529058117,0
31,71.05,Month-to-month,Electronic check,1,0.9843817393475746,0
45,81.65,Two year,Bank transfer (automatic),0,0.9848812682860446,0
64,89.45,One year,Bank transfer (automatic),0,0.015625,0
1,59.85,Month-to-month,Electronic check,1,1.0,1
1,69.6,Month-to-month,Electronic check,1,1.0,1
61,99.0,One year,Electronic check,0,0.9884583540321246,0
1,19.05,Month-to-month,Mailed check,0,1.0,0
9,45.4,Month-to-month,Electronic check,1,1.02496328928047,1
72,114.45,Two year,Bank transfer (automatic),0,0.9830287364691035,0
1,19.5,Month-to-month,Mailed check,0,1.0,1
7,70.45,Month-to-month,Mailed check,1,0.6356078272330933,0
66,90.55,One year,Bank transfer (automatic),1,1.025877214999247,0
1,69.9,Month-to-month,Electronic check,1,1.0,1
40,20.4,Month-to-month,Bank transfer (automatic),1,0.9133578431372549,0
16,71.4,Month-to-month,Bank transfer (automatic),1,1.0610119047619047,0
2,87.15,Month-to-month,Bank transfer (automatic),1,1.0542168674698795,1
67,24.85,Two year,Credit card (automatic),0,0.9510796120003604,0
41,104.45,One year,Bank transfer (automatic),1,0.971885252600731,0
56,19.8,Two year,Credit card (automatic),1,1.0100108225108226,0
72,116.45,Two year,Bank transfer (automatic),1,0.9557690472782787,0
3,84.75,Month-to-month,Bank transfer (automatic),1,1.041691248770895,1
54,20.05,Two year,Credit card (automatic),0,1.0181952526092177,0
52,110.75,Month-to-month,Electronic check,1,1.0126758117728771,0
50,89.7,Two year,Bank transfer (automatic),1,0.9597547380156076,0
14,89.95,Month-to-month,Electronic check,1,0.9357579607718575,1
27,48.7,One year,Credit card (automatic),0,1.0812609323902957,0
72,96.6,Two year,Bank transfer (automatic),1,0.9816396365309409,0
62,74.3,One year,Credit card (automatic),1,1.0198519515477795,0
12,54.3,Month-to-month,Electronic check,1,1.0044505831798651,0
44,74.85,One year,Bank transfer (automatic),0,0.022727272727272728,0
54,79.95,Two year,Bank transfer (automatic),1,1.0103652745929168,0
68,20.05,Two year,Bank transfer (automatic),0,1.0172363209623,0
20,19.4,Month-to-month,Mailed check,0,1.070618556701031,0
50,54.9,One year,Bank transfer (automatic),0,0.02,0
58,24.45,Two year,Credit card (automatic),1,1.0673436287990974,0
35,70.45,Month-to-month,Bank transfer (automatic),1,1.282206225286424,0
2,45.4,Month-to-month,Electronic check,1,0.8915198237885463,0
63,75.7,Two year,Mailed check,0,0.9806252752091589,0
58,110.65,One year,Credit card (automatic),1,1.0169764869034077,0
27,20.55,One year,Mailed check,1,1.0512751194016399,0
71,115.15,Two year,Credit card (automatic),1,0.9880682269911261,0
63,58.55,One year,Credit card (automatic),0,0.9498054843913085,0
71,93.25,Month-to-month,Bank transfer (automatic),1,1.0073556621228712,0
41,113.2,Month-to-month,Electronic check,1,1.0104067913470653,1
13,90.5,Month-to-month,Electronic check,1,1.020951976200595,1
2,70.45,Month-to-month,Electronic check,0,1.0195173882185948,1
68,19.35,Two year,Bank transfer (automatic),1,0.014705882352941176,0
1,48.75,Month-to-month,Mailed check,1,1.0,0
65,109.05,Two year,Electronic check,1,1.00281451698233,0
72,25.0,Two year,Bank transfer (automatic),1,1.0014166666666666,0
28,54.9,Month-to-month,Credit card (automatic),1,0.9791504033307312,0
72,24.75,Two year,Credit card (automatic),0,1.0432659932659931,0
2,91.15,Month-to-month,Electronic check,1,0.9243006034009873,0
18,20.15,One year,Bank transfer (automatic),0,1.0776123518059002,1
60,104.35,One year,Unknown,1,1.0125299472927647,0
26,66.05,Month-to-month,Electronic check,1,0.962208117393583,0
1,71.65,Month-to-month,Electronic check,1,1.0,1
4,20.35,Month-to-month,Mailed check,0,0.952088452088452,1
68,92.2,Two year,Credit card (automatic),1,1.0196583514099784,0
38,84.25,Month-to-month,Credit card (automatic),1,1.0196782758082148,1
42,105.2,One year,Bank transfer (automatic),1,1.0409084736556218,0
57,19.6,Two year,Bank transfer (automatic),1,1.0152613677049767,0
54,30.4,Month-to-month,Electronic check,0,0.9876644736842105,0
12,78.1,Month-to-month,Bank transfer (automatic),0,1.0107767819035425,1
44,61.5,One year,Mailed check,1,1.0059866962305986,0
42,69.4,Month-to-month,Bank transfer (automatic),1,1.0492315081652257,0
72,24.75,Two year,Bank transfer (automatic),0,0.9930415263748597,0
71,91.05,Two year,Mailed check,0,0.9735789807488533,0
19,89.65,Month-to-month,Mailed check,0,1.0338744239293156,1
23,73.65,Month-to-month,Credit card (automatic),1,0.969774786741049,0
30,19.4,Two year,Credit card (automatic),0,0.9939862542955327,0
35,26.2,One year,Bank transfer (automatic),0,1.041330425299891,0
10,98.7,Month-to-month,Electronic check,1,0.9860688956433638,1
1,43.85,Month-to-month,Bank transfer (automatic),1,1.0,0
22,69.7,Month-to-month,Mailed check,1,0.971957740967784,0
7,38.55,Two year,Mailed check,0,1.0376134889753568,0
36,53.1,Two year,Mailed check,1,0.9945856873822975,0
34,20.65,Month-to-month,Mailed check,0,1.020367469021507,0
72,64.45,Two year,Credit card (automatic),0,1.0171536936470993,0
36,25.1,Two year,Credit card (automatic),0,1.0302678176184152,0
1,76.35,Month-to-month,Electronic check,0,1.0,1
23,79.15,Month-to-month,Electronic check,1,0.9211733362630119,1
32,70.45,Month-to-month,Electronic check,1,1.1719526259758695,1
71,95.15,One year,Credit card (automatic),1,1.0022499685448476,0
23,79.35,Month-to-month,Mailed check,1,0.043478260869565216,0
17,96.65,One year,Bank transfer (automatic),1,0.966647393566842,0
1,70.45,Month-to-month,Electronic check,1,1.071682044002839,0
12,19.7,Two year,Mailed check,0,1.0928510998307954,0
72,20.5,Two year,Credit card (automatic),0,1.0177845528455285,0
1,19.2,Month-to-month,Mailed check,0,1.0,0
72,98.35,Two year,Bank transfer (automatic),0,0.9785629554312828,0
60,74.35,Month-to-month,Bank transfer (automatic),0,0.9982739296121946,0
61,51.35,Two year,Credit card (automatic),0,2.194601601458623,0
6,45.65,Month-to-month,Mailed check,0,1.1809054399415846,0
32,85.3,Month-to-month,Electronic check,0,0.9749047479484173,1
31,86.55,Month-to-month,Credit card (automatic),1,1.005348390823876,1
19,73.85,Month-to-month,Credit card (automatic),1,1.015215764529808,1
72,20.3,Two year,Bank transfer (automatic),0,0.9586412151067323,0
32,54.2,Month-to-month,Electronic check,1,1.0029981549815496,0
65,90.65,Month-to-month,Electronic check,1,1.0065764351478637,0
45,70.45,Month-to-month,Bank transfer (automatic),1,0.7361722261651289,0
42,25.05,One year,Electronic check,0,0.9028134207774925,0
8,74.85,Month-to-month,Electronic check,1,0.955995323981296,0
32,20.5,Two year,Mailed check,0,1.0621951219512193,0
22,63.55,Month-to-month,Mailed check,1,0.9883413203633503,0
57,44.85,Month-to-month,Electronic check,1,1.0064542627471686,1
1,47.95,Month-to-month,Electronic check,0,1.0,0
1,45.1,Month-to-month,Electronic check,0,1.0,1
1,45.0,Month-to-month,Electronic check,1,1.0,0
24,96.0,Month-to-month,Electronic check,1,0.9212022569444444,1
1,20.05,Month-to-month,Bank transfer (automatic),0,1.0,1
54,90.05,Month-to-month,Electronic check,1,1.0142102124334218,0
4,25.3,Two year,Credit card (automatic),1,1.1556324110671936,0
65,108.65,Two year,Bank transfer (automatic),0,0.9823993769690962,1
56,24.3,One year,Electronic check,0,0.92717519106408,0
45,75.95,Month-to-month,Unknown,1,0.022222222222222223,0
71,19.7,Two year,Credit card (automatic),0,1.012261385572317,0
59,66.4,One year,Credit card (automatic),0,1.0103634878497039,0
69,35.75,One year,Bank transfer (automatic),1,1.0103374885983583,0
19,18.8,One year,Mailed check,0,0.7816349384098544,0
55,19.4,Two year,Credit card (automatic),0,1.0149953139643861,0
38,19.3,One year,Mailed check,0,1.0301336242159804,0
10,45.55,Month-to-month,Electronic check,1,0.8838638858397366,1
47,67.45,Month-to-month,Credit card (automatic),1,1.0258189675567402,0
2,70.45,Month-to-month,Electronic check,1,0.48793470546486867,1
1,46.2,Month-to-month,Credit card (automatic),0,1.0,1
1,45.15,Month-to-month,Electronic check,0,1.0,1
1,43.3,Month-to-month,Unknown,1,1.0,1
46,20.1,Two year,Mailed check,1,1.013248972528661,0
38,57.15,Month-to-month,Credit card (automatic),1,1.0363540083805316,1
65,58.9,Two year,Credit card (automatic),0,1.0074702886247877,0
19,73.2,Month-to-month,Electronic check,1,1.0361662352602818,1
52,85.35,Month-to-month,Electronic check,1,0.9775584696498582,1
71,19.45,Two year,Mailed check,0,0.9981896520511242,0
1,45.95,Month-to-month,Mailed check,0,1.0,1
52,50.5,Month-to-month,Electronic check,1,0.9772658035034273,0
6,25.1,One year,Mailed check,0,1.1354581673306772,0
26,60.7,One year,Mailed check,0,1.012165758459004,0
48,99.0,One year,Electronic check,1,0.9983901515151516,0
64,104.4,One year,Bank transfer (automatic),1,1.0059865900383143,0
3,83.75,Month-to-month,Electronic check,0,0.9840796019900497,1
1,44.05,Month-to-month,Bank transfer (automatic),1,2.1188078924697686,0
72,24.1,Two year,Credit card (automatic),0,0.9996830336560627,0
1,45.55,Month-to-month,Mailed check,1,1.0,0
51,93.8,Month-to-month,Electronic check,1,0.94890045570467,0
41,19.7,Two year,Bank transfer (automatic),0,0.9957286121084562,0
72,70.65,Two year,Credit card (automatic),1,0.9851281748840134,0
43,86.45,Two year,Credit card (automatic),0,0.9615720876430791,0
72,114.1,Two year,Credit card (automatic),1,0.9843217450579415,0
47,95.2,One year,Credit card (automatic),1,1.019801537636331,0
72,88.55,Two year,Credit card (automatic),0,0.9979217642261122,0
3,20.75,Month-to-month,Credit card (automatic),1,1.0779116465863452,0
1,70.05,Month-to-month,Electronic check,1,1.0,1
2,86.0,Month-to-month,Electronic check,1,0.9619186046511627,1
26,44.65,Month-to-month,Bank transfer (automatic),1,2.1108685227288406,0
29,60.2,Month-to-month,Mailed check,1,1.0506071714973078,0
35,100.5,Month-to-month,Bank transfer (automatic),1,1.0386211798152096,1
27,55.45,One year,Bank transfer (automatic),0,0.9869752529806632,0
24,70.3,Month-to-month,Credit card (automatic),1,1.011409435751541,0
67,60.4,Two year,Bank transfer (automatic),1,0.9769941682316893,0
16,72.65,Month-to-month,Electronic check,0,1.0274432209222297,1
23,55.8,One year,Bank transfer (automatic),0,1.0346345644382111,0
14,31.1,Month-to-month,Mailed check,1,0.9639412034910426,0
1,21.0,Month-to-month,Electronic check,1,1.0,1
1,70.45,Month-to-month,Mailed check,0,1.356397955292925,1
4,50.95,Month-to-month,Credit card (automatic),1,1.0174190382728163,0
16,69.1,Month-to-month,Electronic check,1,0.9801917510853836,0
46,70.45,Month-to-month,Electronic check,1,0.6195729317739994,0
68,70.45,Two year,Bank transfer (automatic),1,1.2279777063415855,0
38,69.95,Month-to-month,Electronic check,0,0.9997930852864829,0
30,50.4,Month-to-month,Bank transfer (automatic),1,1.0102513227513228,1
5,78.95,Month-to-month,Electronic check,0,0.9585813806206459,1
17,90.95,Month-to-month,Credit card (automatic),1,1.0427190117388352,0
4,19.9,Two year,Mailed check,0,0.9629396984924624,0
12,20.15,One year,Electronic check,0,1.0781637717121588,0
72,90.6,Two year,Credit card (automatic),1,0.9875291268089282,0
3,92.0,Month-to-month,Unknown,1,0.3333333333333333,0
56,94.45,Month-to-month,Electronic check,1,0.9688799818498073,1
41,24.85,One year,Mailed check,1,0.9444471708298572,0
40,36.0,One year,Credit card (automatic),0,0.9603472222222222,0
7,78.5,Month-to-month,Electronic check,1,1.0392174704276613,0
69,19.95,Two year,Credit card (automatic),0,1.0165631469979295,0
7,20.65,One year,Mailed check,0,1.0377032168799725,0
5,30.5,Month-to-month,Electronic check,1,1.0963934426229507,0
72,106.1,Two year,Credit card (automatic),0,1.0023824484239188,0
44,20.5,One year,Bank transfer (automatic),1,0.9590354767184035,0
65,95.5,One year,Electronic check,1,0.9913572291582763,0
3,64.6,Month-to-month,Electronic check,0,0.8988648090815273,0
24,51.1,Month-to-month,Credit card (automatic),1,1.035225048923679,0
44,84.8,Month-to-month,Bank transfer (automatic),1,1.0352031518010292,1
72,89.1,Two year,Credit card (automatic),0,0.9902107494700088,0
24,54.95,Month-to-month,Electronic check,0,1.0225204731574158,0
1,50.9,Month-to-month,Mailed check,0,1.0,1
22,20.45,Month-to-month,Bank transfer (automatic),1,1.0481218048455212,0
70,85.95,Two year,Credit card (automatic),1,0.9859137372226378,0
25,70.45,Month-to-month,Electronic check,0,0.7975301632363379,0
37,19.8,Two year,Bank transfer (automatic),0,0.9911274911274911,0
22,85.35,Month-to-month,Bank transfer (automatic),0,1.0446823241199341,0
59,72.1,Two year,Bank transfer (automatic),1,0.9861186205599569,0
49,99.8,Month-to-month,Electronic check,1,0.9963702916036153,1
47,107.35,Month-to-month,Bank transfer (automatic),1,1.0145675806915142,1
31,19.55,Month-to-month,Mailed check,1,1.0872865275142314,1
1,81.05,Month-to-month,Electronic check,1,1.0,0
3,70.45,Month-to-month,Electronic check,1,0.36408800567778565,0
53,111.8,One year,Bank transfer (automatic),1,0.9804823303068148,0
1,20.2,Month-to-month,Mailed check,0,1.0,0
20,19.7,One year,Mailed check,1,2.2365791941070476,0
3,79.1,Month-to-month,Electronic check,1,1.0387694900969238,1
51,19.85,One year,Bank transfer (automatic),1,0.9847878698078728,0
51,60.5,One year,Bank transfer (automatic),1,1.019332361043591,0
13,19.55,Two year,Mailed check,0,1.0438717292937243,0
1,20.9,Month-to-month,Mailed check,0,1.0,0
1,21.05,Month-to-month,Mailed check,1,1.0,0
63,71.5,One year,Electronic check,0,1.015939615939616,0
3,54.65,Month-to-month,Mailed check,0,1.153400426959439,0
46,19.2,Two year,Credit card (automatic),0,1.0282495471014492,0
1,49.8,Month-to-month,Credit card (automatic),1,1.0,0
8,25.5,Month-to-month,Mailed check,0,1.0549019607843138,1
71,70.45,Two year,Bank transfer (automatic),0,0.30007297154109897,0
55,90.4,Month-to-month,Credit card (automatic),1,1.0255732099758648,0
70,90.25,One year,Bank transfer (automatic),1,1.0108349821923228,0
2,80.75,Month-to-month,Electronic check,0,0.9873065015479875,1
67,104.6,Two year,Bank transfer (automatic),0,0.9825276105133987,0
65,91.85,Month-to-month,Bank transfer (automatic),1,0.9950755830995353,1
14,50.2,Month-to-month,Credit card (automatic),0,0.9516932270916334,0
20,95.5,Month-to-month,Bank transfer (automatic),1,1.0032460732984294,0
1,75.35,Month-to-month,Electronic check,1,1.0,1
1,75.45,Month-to-month,Electronic check,1,1.0,1
49,70.45,Month-to-month,Bank transfer (automatic),1,1.3365826103329905,0
72,101.3,Two year,Unknown,1,0.9955646045848415,0
46,53.1,Month-to-month,Electronic check,0,1.0070416769016624,0
24,84.85,Month-to-month,Bank transfer (automatic),1,1.0060891769789826,0
5,34.25,Month-to-month,Electronic check,0,0.955036496350365,0
33,88.6,Month-to-month,Credit card (automatic),0,0.9879950749025241,0
42,60.15,One year,Bank transfer (automatic),1,0.9585559909749437,0
23,99.95,One year,Credit card (automatic),1,0.9973464993366249,0
8,70.7,Month-to-month,Bank transfer (automatic),0,0.9784299858557284,0
66,54.8,One year,Mailed check,1,0.9582227383322274,0
24,49.55,Month-to-month,Bank transfer (automatic),1,1.0178271106626307,1
24,54.8,Month-to-month,Credit card (automatic),0,0.9818278588807787,0
69,78.6,One year,Credit card (automatic),1,0.9876553453553122,1
53,100.3,One year,Mailed check,1,0.9783479749430953,0
60,53.6,Two year,Electronic check,0,1.0065453980099504,0
7,81.1,Month-to-month,Electronic check,1,1.01576536903294,1
20,19.35,One year,Credit card (automatic),1,1.1208010335917313,0
23,85.6,Month-to-month,Electronic check,0,0.949004469727753,0
72,80.8,Two year,Electronic check,1,0.9846930005500552,0
11,74.95,Month-to-month,Electronic check,1,2.1220203490961103,1
21,19.6,Two year,Mailed check,0,0.9484936831875607,0
1,93.55,Month-to-month,Electronic check,1,1.0,1
31,90.7,Month-to-month,Electronic check,1,1.0118967172884732,0
57,69.75,Two year,Mailed check,0,0.9795384518644281,0
45,20.0,Two year,Bank transfer (automatic),1,0.9848888888888888,0
10,95.25,Month-to-month,Electronic check,1,1.0724934383202098,0
58,102.1,Month-to-month,Credit card (automatic),1,0.9938532203046372,1
14,19.95,Month-to-month,Mailed check,0,0.9609738632295022,0
27,80.85,One year,Mailed check,0,1.009803247898486,0
14,90.9,Month-to-month,Bank transfer (automatic),1,0.9893132170359892,1
12,29.2,Month-to-month,Mailed check,0,0.8821347031963471,1
69,93.3,Two year,Bank transfer (automatic),1,0.9938409680475947,0
25,89.15,Month-to-month,Bank transfer (automatic),1,1.0130117779024117,1
58,108.85,One year,Electronic check,1,0.9958737902523246,1
35,46.35,Two year,Credit card (automatic),1,1.0245338264755741,0
16,84.75,Month-to-month,Electronic check,1,0.9956858407079646,1
45,78.75,One year,Credit card (automatic),0,1.0160564373897707,0
17,83.55,Month-to-month,Electronic check,1,0.058823529411764705,0
1,45.7,Month-to-month,Electronic check,1,1.0,1
22,19.6,One year,Mailed check,0,0.9798237476808904,0
1,69.95,Month-to-month,Electronic check,1,1.0,1
67,67.85,Two year,Mailed check,0,1.0179720410475257,0
67,105.65,Two year,Bank transfer (automatic),1,0.9490502998495454,0
2,44.6,Month-to-month,Electronic check,0,1.0885650224215246,1
23,70.45,Month-to-month,Electronic check,1,1.0556052704662573,1
9,75.5,Month-to-month,Credit card (automatic),0,0.9380426784400294,0
5,20.15,Month-to-month,Mailed check,0,1.1707196029776674,0
54,45.2,Two year,Credit card (automatic),0,1.0080916093084236,0
57,95.25,Two year,Electronic check,1,1.0065202376018787,1
24,89.85,Month-to-month,Mailed check,1,1.004011315154888,1
49,100.45,One year,Mailed check,0,1.0040125557440498,1
5,70.45,Month-to-month,Electronic check,0,0.6334989354151881,1
2,80.2,Month-to-month,Electronic check,1,1.1290523690773067,1
4,87.1,Month-to-month,Mailed check,1,0.9800516647531573,1
70,79.25,Two year,Bank transfer (automatic),1,1.033231185218567,0
5,75.9,Month-to-month,Bank transfer (automatic),1,0.9426877470355731,1
53,85.7,Month-to-month,Electronic check,0,1.0162920235133528,0
47,98.75,Month-to-month,Electronic check,1,0.9768273633180716,1
31,20.1,One year,Credit card (automatic),0,0.945674851548708,0
13,61.8,Month-to-month,Bank transfer (automatic),0,0.9336569579288027,0
28,49.9,Month-to-month,Mailed check,0,1.0093401087890066,0
10,86.45,Month-to-month,Electronic check,0,0.9610757663389242,1
38,20.4,Two year,Bank transfer (automatic),0,0.9591073271413829,0
1,45.3,Month-to-month,Mailed check,1,1.0,1
67,104.1,One year,Electronic check,0,1.009484278893716,1
52,75.4,One year,Mailed check,1,0.9858829830646806,0
62,108.15,Two year,Mailed check,0,1.0179484885090897,0
16,86.25,Month-to-month,Electronic check,1,0.971086956521739,0
5,81.0,Month-to-month,Electronic check,1,0.9176543209876543,1
12,95.7,One year,Electronic check,0,1.0309996516893067,0
72,116.85,Two year,Bank transfer (automatic),1,1.0076665240336615,0
71,105.75,One year,Bank transfer (automatic),0,0.98329837179103,0
24,20.15,One year,Unknown,0,0.9446856906534327,0
15,19.6,Two year,Mailed check,0,1.127891156462585,0
67,90.6,One year,Credit card (automatic),1,0.9976854139896544,1
2,60.95,Month-to-month,Bank transfer (automatic),0,1.1041837571780146,0
5,25.05,Month-to-month,Mailed check,0,1.001996007984032,0
15,88.15,Month-to-month,Electronic check,0,1.051692191340518,1
1,20.2,Month-to-month,Mailed check,1,1.0,1
41,60.3,One year,Bank transfer (automatic),1,1.015774784613518,0
43,70.45,Month-to-month,Electronic check,1,0.9035106541007147,0
1,74.3,Month-to-month,Electronic check,0,1.0,0
1,70.6,Month-to-month,Mailed check,1,1.0,0
26,90.8,Month-to-month,Electronic check,1,1.0004235852253476,1
22,79.35,Month-to-month,Electronic check,1,0.991206965687117,1
71,90.55,Two year,Bank transfer (automatic),0,0.9961036233969248,0
7,19.45,Two year,Mailed check,0,1.2144693352919573,0
28,64.45,Month-to-month,Bank transfer (automatic),0,1.034910783553142,0
16,69.65,Month-to-month,Electronic check,0,0.9361988513998563,0
7,19.5,One year,Mailed check,0,0.9421245421245421,0
69,110.5,Two year,Bank transfer (automatic),1,0.9778280542986425,0
1,24.7,Month-to-month,Mailed check,0,1.0,0
3,77.4,Month-to-month,Electronic check,1,0.8878122308354867,0
21,96.8,Month-to-month,Bank transfer (automatic),1,0.9987701692247147,1
69,85.4,Month-to-month,Bank transfer (automatic),1,0.996062858500492,0
71,47.6,Two year,Bank transfer (automatic),1,0.9994673925908393,0
69,19.4,Two year,Mailed check,0,1.005677573584342,0
48,103.85,Month-to-month,Electronic check,1,0.9922263681592042,0
47,83.35,Month-to-month,Bank transfer (automatic),1,1.037664807464039,1
2,49.4,Month-to-month,Electronic check,1,1.0784412955465588,1
45,108.45,Month-to-month,Credit card (automatic),1,1.0173044413708314,0
51,81.0,Month-to-month,Bank transfer (automatic),0,0.9890462357782619,0
22,79.2,Month-to-month,Electronic check,1,1.0002008723599631,1
72,86.65,Two year,Bank transfer (automatic),0,0.9977559787138552,0
37,92.95,Month-to-month,Electronic check,1,0.9930506084352237,0
71,90.35,Two year,Electronic check,0,0.9860324091755849,0
7,48.7,Month-to-month,Electronic check,0,0.9980932824875329,1
66,25.15,Two year,Credit card (automatic),1,1.0142779685523224,0
51,76.4,One year,Bank transfer (automatic),1,1.0179396365876194,0
30,19.55,One year,Bank transfer (automatic),0,1.0375106564364875,0
34,85.35,Month-to-month,Electronic check,0,0.9981736103931907,0
64,24.8,Two year,Mailed check,1,0.9544165826612903,0
65,103.15,One year,Bank transfer (automatic),1,1.0130802789067452,0
47,100.75,Month-to-month,Mailed check,0,0.9860514228393432,0
1,95.6,Month-to-month,Electronic check,1,1.0,1
49,59.75,Month-to-month,Credit card (automatic),1,1.0022372128767825,1
67,94.1,Two year,Credit card (automatic),0,0.9996986375243866,0
39,19.35,One year,Bank transfer (automatic),0,1.0325316371828,0
14,19.9,Month-to-month,Mailed check,0,1.0184852835606606,0
43,108.15,Month-to-month,Credit card (automatic),1,0.9893021105484415,1
56,101.05,Month-to-month,Electronic check,1,0.9885488089347565,0
14,59.1,One year,Credit card (automatic),0,0.93407058254774,0
1,71.35,Month-to-month,Electronic check,0,1.0,1
16,70.45,One year,Mailed check,1,0.7610007097232079,0
70,106.05,Month-to-month,Electronic check,1,1.0175860443187177,0
72,84.1,Two year,Credit card (automatic),1,0.9878534152463998,0
23,75.3,Month-to-month,Credit card (automatic),1,0.9832553842600613,0
21,24.7,Month-to-month,Mailed check,0,0.9006169269327164,0
1,20.15,Month-to-month,Mailed check,1,1.0,1
1,69.75,Month-to-month,Bank transfer (automatic),0,1.0,1
32,93.2,Month-to-month,Electronic check,1,0.9827655579399142,1
17,80.85,Month-to-month,Electronic check,0,1.0192076830732293,1
4,33.65,Month-to-month,Electronic check,1,1.0241456166419018,1
36,55.8,One year,Electronic check,0,0.9664974113898845,0
50,39.7,Two year,Credit card (automatic),0,0.9736775818639798,0
48,29.5,Month-to-month,Credit card (automatic),1,0.020833333333333332,0
50,20.15,Two year,Credit card (automatic),0,0.9636228287841192,0
72,79.55,Two year,Credit card (automatic),0,1.0145436133808228,0
10,24.8,Month-to-month,Credit card (automatic),0,0.9028225806451613,0
18,70.45,Month-to-month,Mailed check,0,0.30888731172620454,0
1,79.95,Month-to-month,Electronic check,1,1.0,1
1,19.3,Month-to-month,Electronic check,0,1.0,1
9,94.05,Month-to-month,Electronic check,1,0.9588871167818537,0
