truck_count,hour,day,lag_1,lag_2,rolling_mean
27,5,6,14.0,9.0,16.666666666666668
49,6,6,27.0,14.0,30.0
107,7,6,49.0,27.0,61.0
125,8,6,107.0,49.0,93.66666666666667
104,9,6,125.0,107.0,112.0
76,10,6,104.0,125.0,101.66666666666667
91,11,6,76.0,104.0,90.33333333333333
74,12,6,91.0,76.0,80.33333333333333
74,13,6,74.0,91.0,79.66666666666667
69,14,6,74.0,74.0,72.33333333333333
90,15,6,69.0,74.0,77.66666666666667
133,16,6,90.0,69.0,97.33333333333333
104,17,6,133.0,90.0,109.0
78,18,6,104.0,133.0,105.0
63,19,6,78.0,104.0,81.66666666666667
47,20,6,63.0,78.0,62.666666666666664
43,21,6,47.0,63.0,51.0
22,22,6,43.0,47.0,37.333333333333336
14,23,6,22.0,43.0,26.333333333333332
15,0,0,14.0,22.0,17.0
6,1,0,15.0,14.0,11.666666666666666
11,2,0,6.0,15.0,10.666666666666666
5,3,0,11.0,6.0,7.333333333333333
13,4,0,5.0,11.0,9.666666666666666
24,5,0,13.0,5.0,14.0
53,6,0,24.0,13.0,30.0
79,7,0,53.0,24.0,52.0
143,8,0,79.0,53.0,91.66666666666667
113,9,0,143.0,79.0,111.66666666666667
94,10,0,113.0,143.0,116.66666666666667
88,11,0,94.0,113.0,98.33333333333333
53,12,0,88.0,94.0,78.33333333333333
59,13,0,53.0,88.0,66.66666666666667
74,14,0,59.0,53.0,62.0
81,15,0,74.0,59.0,71.33333333333333
113,16,0,81.0,74.0,89.33333333333333
118,17,0,113.0,81.0,104.0
73,18,0,118.0,113.0,101.33333333333333
75,19,0,73.0,118.0,88.66666666666667
51,20,0,75.0,73.0,66.33333333333333
44,21,0,51.0,75.0,56.666666666666664
36,22,0,44.0,51.0,43.666666666666664
19,23,0,36.0,44.0,33.0
7,0,1,19.0,36.0,20.666666666666668
5,1,1,7.0,19.0,10.333333333333334
5,2,1,5.0,7.0,5.666666666666667
8,3,1,5.0,5.0,6.0
18,4,1,8.0,5.0,10.333333333333334
25,5,1,18.0,8.0,17.0
43,6,1,25.0,18.0,28.666666666666668
111,7,1,43.0,25.0,59.666666666666664
163,8,1,111.0,43.0,105.66666666666667
115,9,1,163.0,111.0,129.66666666666666
86,10,1,115.0,163.0,121.33333333333333
73,11,1,86.0,115.0,91.33333333333333
67,12,1,73.0,86.0,75.33333333333333
56,13,1,67.0,73.0,65.33333333333333
81,14,1,56.0,67.0,68.0
84,15,1,81.0,56.0,73.66666666666667
113,16,1,84.0,81.0,92.66666666666667
114,17,1,113.0,84.0,103.66666666666667
103,18,1,114.0,113.0,110.0
48,19,1,103.0,114.0,88.33333333333333
44,20,1,48.0,103.0,65.0
35,21,1,44.0,48.0,42.333333333333336
25,22,1,35.0,44.0,34.666666666666664
11,23,1,25.0,35.0,23.666666666666668
14,0,2,11.0,25.0,16.666666666666668
8,1,2,14.0,11.0,11.0
8,2,2,8.0,14.0,10.0
7,3,2,8.0,8.0,7.666666666666667
11,4,2,7.0,8.0,8.666666666666666
17,5,2,11.0,7.0,11.666666666666666
42,6,2,17.0,11.0,23.333333333333332
99,7,2,42.0,17.0,52.666666666666664
112,8,2,99.0,42.0,84.33333333333333
116,9,2,112.0,99.0,109.0
99,10,2,116.0,112.0,109.0
88,11,2,99.0,116.0,101.0
55,12,2,88.0,99.0,80.66666666666667
67,13,2,55.0,88.0,70.0
70,14,2,67.0,55.0,64.0
80,15,2,70.0,67.0,72.33333333333333
136,16,2,80.0,70.0,95.33333333333333
126,17,2,136.0,80.0,114.0
81,18,2,126.0,136.0,114.33333333333333
58,19,2,81.0,126.0,88.33333333333333
58,20,2,58.0,81.0,65.66666666666667
45,21,2,58.0,58.0,53.666666666666664
22,22,2,45.0,58.0,41.666666666666664
21,23,2,22.0,45.0,29.333333333333332
8,0,3,21.0,22.0,17.0
15,1,3,8.0,21.0,14.666666666666666
6,2,3,15.0,8.0,9.666666666666666
14,3,3,6.0,15.0,11.666666666666666
14,4,3,14.0,6.0,11.333333333333334
29,5,3,14.0,14.0,19.0
45,6,3,29.0,14.0,29.333333333333332
97,7,3,45.0,29.0,57.0
134,8,3,97.0,45.0,92.0
96,9,3,134.0,97.0,109.0
91,10,3,96.0,134.0,107.0
83,11,3,91.0,96.0,90.0
64,12,3,83.0,91.0,79.33333333333333
53,13,3,64.0,83.0,66.66666666666667
75,14,3,53.0,64.0,64.0
81,15,3,75.0,53.0,69.66666666666667
130,16,3,81.0,75.0,95.33333333333333
120,17,3,130.0,81.0,110.33333333333333
89,18,3,120.0,130.0,113.0
66,19,3,89.0,120.0,91.66666666666667
50,20,3,66.0,89.0,68.33333333333333
33,21,3,50.0,66.0,49.666666666666664
33,22,3,33.0,50.0,38.666666666666664
14,23,3,33.0,33.0,26.666666666666668
16,0,4,14.0,33.0,21.0
14,1,4,16.0,14.0,14.666666666666666
7,2,4,14.0,16.0,12.333333333333334
11,3,4,7.0,14.0,10.666666666666666
13,4,4,11.0,7.0,10.333333333333334
24,5,4,13.0,11.0,16.0
46,6,4,24.0,13.0,27.666666666666668
93,7,4,46.0,24.0,54.333333333333336
137,8,4,93.0,46.0,92.0
100,9,4,137.0,93.0,110.0
101,10,4,100.0,137.0,112.66666666666667
68,11,4,101.0,100.0,89.66666666666667
70,12,4,68.0,101.0,79.66666666666667
73,13,4,70.0,68.0,70.33333333333333
82,14,4,73.0,70.0,75.0
84,15,4,82.0,73.0,79.66666666666667
116,16,4,84.0,82.0,94.0
126,17,4,116.0,84.0,108.66666666666667
91,18,4,126.0,116.0,111.0
46,19,4,91.0,126.0,87.66666666666667
45,20,4,46.0,91.0,60.666666666666664
43,21,4,45.0,46.0,44.666666666666664
17,22,4,43.0,45.0,35.0
17,23,4,17.0,43.0,25.666666666666668
12,0,5,17.0,17.0,15.333333333333334
9,1,5,12.0,17.0,12.666666666666666
4,2,5,9.0,12.0,8.333333333333334
7,3,5,4.0,9.0,6.666666666666667
11,4,5,7.0,4.0,7.333333333333333
23,5,5,11.0,7.0,13.666666666666666
49,6,5,23.0,11.0,27.666666666666668
89,7,5,49.0,23.0,53.666666666666664
124,8,5,89.0,49.0,87.33333333333333
128,9,5,124.0,89.0,113.66666666666667
77,10,5,128.0,124.0,109.66666666666667
81,11,5,77.0,128.0,95.33333333333333
62,12,5,81.0,77.0,73.33333333333333
77,13,5,62.0,81.0,73.33333333333333
67,14,5,77.0,62.0,68.66666666666667
96,15,5,67.0,77.0,80.0
124,16,5,96.0,67.0,95.66666666666667
109,17,5,124.0,96.0,109.66666666666667
83,18,5,109.0,124.0,105.33333333333333
54,19,5,83.0,109.0,82.0
65,20,5,54.0,83.0,67.33333333333333
38,21,5,65.0,54.0,52.333333333333336
33,22,5,38.0,65.0,45.333333333333336
18,23,5,33.0,38.0,29.666666666666668
11,0,6,18.0,33.0,20.666666666666668
3,1,6,11.0,18.0,10.666666666666666
10,2,6,3.0,11.0,8.0
9,3,6,10.0,3.0,7.333333333333333
11,4,6,9.0,10.0,10.0
24,5,6,11.0,9.0,14.666666666666666
39,6,6,24.0,11.0,24.666666666666668
90,7,6,39.0,24.0,51.0
134,8,6,90.0,39.0,87.66666666666667
104,9,6,134.0,90.0,109.33333333333333
81,10,6,104.0,134.0,106.33333333333333
93,11,6,81.0,104.0,92.66666666666667
73,12,6,93.0,81.0,82.33333333333333
55,13,6,73.0,93.0,73.66666666666667
73,14,6,55.0,73.0,67.0
106,15,6,73.0,55.0,78.0
112,16,6,106.0,73.0,97.0
119,17,6,112.0,106.0,112.33333333333333
108,18,6,119.0,112.0,113.0
58,19,6,108.0,119.0,95.0
52,20,6,58.0,108.0,72.66666666666667
40,21,6,52.0,58.0,50.0
23,22,6,40.0,52.0,38.333333333333336
12,23,6,23.0,40.0,25.0
8,0,0,12.0,23.0,14.333333333333334
12,1,0,8.0,12.0,10.666666666666666
7,2,0,12.0,8.0,9.0
6,3,0,7.0,12.0,8.333333333333334
8,4,0,6.0,7.0,7.0
40,5,0,8.0,6.0,18.0
40,6,0,40.0,8.0,29.333333333333332
94,7,0,40.0,40.0,58.0
109,8,0,94.0,40.0,81.0
138,9,0,109.0,94.0,113.66666666666667
84,10,0,138.0,109.0,110.33333333333333
80,11,0,84.0,138.0,100.66666666666667
58,12,0,80.0,84.0,74.0
56,13,0,58.0,80.0,64.66666666666667
90,14,0,56.0,58.0,68.0
92,15,0,90.0,56.0,79.33333333333333
135,16,0,92.0,90.0,105.66666666666667
101,17,0,135.0,92.0,109.33333333333333
89,18,0,101.0,135.0,108.33333333333333
54,19,0,89.0,101.0,81.33333333333333
53,20,0,54.0,89.0,65.33333333333333
36,21,0,53.0,54.0,47.666666666666664
20,22,0,36.0,53.0,36.333333333333336
30,23,0,20.0,36.0,28.666666666666668
8,0,1,30.0,20.0,19.333333333333332
4,1,1,8.0,30.0,14.0
8,2,1,4.0,8.0,6.666666666666667
5,3,1,8.0,4.0,5.666666666666667
10,4,1,5.0,8.0,7.666666666666667
33,5,1,10.0,5.0,16.0
48,6,1,33.0,10.0,30.333333333333332
89,7,1,48.0,33.0,56.666666666666664
134,8,1,89.0,48.0,90.33333333333333
117,9,1,134.0,89.0,113.33333333333333
93,10,1,117.0,134.0,114.66666666666667
75,11,1,93.0,117.0,95.0
60,12,1,75.0,93.0,76.0
61,13,1,60.0,75.0,65.33333333333333
80,14,1,61.0,60.0,67.0
91,15,1,80.0,61.0,77.33333333333333
109,16,1,91.0,80.0,93.33333333333333
124,17,1,109.0,91.0,108.0
102,18,1,124.0,109.0,111.66666666666667
76,19,1,102.0,124.0,100.66666666666667
43,20,1,76.0,102.0,73.66666666666667
32,21,1,43.0,76.0,50.333333333333336
13,22,1,32.0,43.0,29.333333333333332
25,23,1,13.0,32.0,23.333333333333332
11,0,2,25.0,13.0,16.333333333333332
10,1,2,11.0,25.0,15.333333333333334
8,2,2,10.0,11.0,9.666666666666666
9,3,2,8.0,10.0,9.0
11,4,2,9.0,8.0,9.333333333333334
27,5,2,11.0,9.0,15.666666666666666
48,6,2,27.0,11.0,28.666666666666668
93,7,2,48.0,27.0,56.0
139,8,2,93.0,48.0,93.33333333333333
114,9,2,139.0,93.0,115.33333333333333
95,10,2,114.0,139.0,116.0
74,11,2,95.0,114.0,94.33333333333333
50,12,2,74.0,95.0,73.0
62,13,2,50.0,74.0,62.0
70,14,2,62.0,50.0,60.666666666666664
69,15,2,70.0,62.0,67.0
139,16,2,69.0,70.0,92.66666666666667
110,17,2,139.0,69.0,106.0
98,18,2,110.0,139.0,115.66666666666667
69,19,2,98.0,110.0,92.33333333333333
56,20,2,69.0,98.0,74.33333333333333
28,21,2,56.0,69.0,51.0
30,22,2,28.0,56.0,38.0
20,23,2,30.0,28.0,26.0
12,0,3,20.0,30.0,20.666666666666668
9,1,3,12.0,20.0,13.666666666666666
7,2,3,9.0,12.0,9.333333333333334
6,3,3,7.0,9.0,7.333333333333333
18,4,3,6.0,7.0,10.333333333333334
28,5,3,18.0,6.0,17.333333333333332
51,6,3,28.0,18.0,32.333333333333336
83,7,3,51.0,28.0,54.0
125,8,3,83.0,51.0,86.33333333333333
102,9,3,125.0,83.0,103.33333333333333
96,10,3,102.0,125.0,107.66666666666667
71,11,3,96.0,102.0,89.66666666666667
54,12,3,71.0,96.0,73.66666666666667
60,13,3,54.0,71.0,61.666666666666664
67,14,3,60.0,54.0,60.333333333333336
104,15,3,67.0,60.0,77.0
123,16,3,104.0,67.0,98.0
124,17,3,123.0,104.0,117.0
97,18,3,124.0,123.0,114.66666666666667
61,19,3,97.0,124.0,94.0
65,20,3,61.0,97.0,74.33333333333333
23,21,3,65.0,61.0,49.666666666666664
36,22,3,23.0,65.0,41.333333333333336
18,23,3,36.0,23.0,25.666666666666668
11,0,4,18.0,36.0,21.666666666666668
7,1,4,11.0,18.0,12.0
10,2,4,7.0,11.0,9.333333333333334
4,3,4,10.0,7.0,7.0
14,4,4,4.0,10.0,9.333333333333334
25,5,4,14.0,4.0,14.333333333333334
55,6,4,25.0,14.0,31.333333333333332
95,7,4,55.0,25.0,58.333333333333336
145,8,4,95.0,55.0,98.33333333333333
124,9,4,145.0,95.0,121.33333333333333
81,10,4,124.0,145.0,116.66666666666667
83,11,4,81.0,124.0,96.0
73,12,4,83.0,81.0,79.0
72,13,4,73.0,83.0,76.0
66,14,4,72.0,73.0,70.33333333333333
81,15,4,66.0,72.0,73.0
122,16,4,81.0,66.0,89.66666666666667
100,17,4,122.0,81.0,101.0
80,18,4,100.0,122.0,100.66666666666667
65,19,4,80.0,100.0,81.66666666666667
49,20,4,65.0,80.0,64.66666666666667
39,21,4,49.0,65.0,51.0
27,22,4,39.0,49.0,38.333333333333336
12,23,4,27.0,39.0,26.0
18,0,5,12.0,27.0,19.0
6,1,5,18.0,12.0,12.0
5,2,5,6.0,18.0,9.666666666666666
2,3,5,5.0,6.0,4.333333333333333
16,4,5,2.0,5.0,7.666666666666667
27,5,5,16.0,2.0,15.0
52,6,5,27.0,16.0,31.666666666666668
96,7,5,52.0,27.0,58.333333333333336
108,8,5,96.0,52.0,85.33333333333333
107,9,5,108.0,96.0,103.66666666666667
88,10,5,107.0,108.0,101.0
82,11,5,88.0,107.0,92.33333333333333
78,12,5,82.0,88.0,82.66666666666667
57,13,5,78.0,82.0,72.33333333333333
72,14,5,57.0,78.0,69.0
83,15,5,72.0,57.0,70.66666666666667
136,16,5,83.0,72.0,97.0
120,17,5,136.0,83.0,113.0
84,18,5,120.0,136.0,113.33333333333333
66,19,5,84.0,120.0,90.0
50,20,5,66.0,84.0,66.66666666666667
52,21,5,50.0,66.0,56.0
18,22,5,52.0,50.0,40.0
17,23,5,18.0,52.0,29.0
15,0,6,17.0,18.0,16.666666666666668
9,1,6,15.0,17.0,13.666666666666666
4,2,6,9.0,15.0,9.333333333333334
8,3,6,4.0,9.0,7.0
17,4,6,8.0,4.0,9.666666666666666
36,5,6,17.0,8.0,20.333333333333332
52,6,6,36.0,17.0,35.0
78,7,6,52.0,36.0,55.333333333333336
132,8,6,78.0,52.0,87.33333333333333
103,9,6,132.0,78.0,104.33333333333333
83,10,6,103.0,132.0,106.0
62,11,6,83.0,103.0,82.66666666666667
68,12,6,62.0,83.0,71.0
65,13,6,68.0,62.0,65.0
73,14,6,65.0,68.0,68.66666666666667
104,15,6,73.0,65.0,80.66666666666667
126,16,6,104.0,73.0,101.0
131,17,6,126.0,104.0,120.33333333333333
91,18,6,131.0,126.0,116.0
61,19,6,91.0,131.0,94.33333333333333
48,20,6,61.0,91.0,66.66666666666667
39,21,6,48.0,61.0,49.333333333333336
22,22,6,39.0,48.0,36.333333333333336
13,23,6,22.0,39.0,24.666666666666668
14,0,0,13.0,22.0,16.333333333333332
10,1,0,14.0,13.0,12.333333333333334
7,2,0,10.0,14.0,10.333333333333334
3,3,0,7.0,10.0,6.666666666666667
11,4,0,3.0,7.0,7.0
36,5,0,11.0,3.0,16.666666666666668
43,6,0,36.0,11.0,30.0
90,7,0,43.0,36.0,56.333333333333336
119,8,0,90.0,43.0,84.0
104,9,0,119.0,90.0,104.33333333333333
102,10,0,104.0,119.0,108.33333333333333
79,11,0,102.0,104.0,95.0
63,12,0,79.0,102.0,81.33333333333333
74,13,0,63.0,79.0,72.0
71,14,0,74.0,63.0,69.33333333333333
102,15,0,71.0,74.0,82.33333333333333
126,16,0,102.0,71.0,99.66666666666667
114,17,0,126.0,102.0,114.0
86,18,0,114.0,126.0,108.66666666666667
49,19,0,86.0,114.0,83.0
55,20,0,49.0,86.0,63.333333333333336
42,21,0,55.0,49.0,48.666666666666664
22,22,0,42.0,55.0,39.666666666666664
18,23,0,22.0,42.0,27.333333333333332
21,0,1,18.0,22.0,20.333333333333332
8,1,1,21.0,18.0,15.666666666666666
7,2,1,8.0,21.0,12.0
11,3,1,7.0,8.0,8.666666666666666
9,4,1,11.0,7.0,9.0
30,5,1,9.0,11.0,16.666666666666668
50,6,1,30.0,9.0,29.666666666666668
99,7,1,50.0,30.0,59.666666666666664
119,8,1,99.0,50.0,89.33333333333333
103,9,1,119.0,99.0,107.0
89,10,1,103.0,119.0,103.66666666666667
82,11,1,89.0,103.0,91.33333333333333
52,12,1,82.0,89.0,74.33333333333333
63,13,1,52.0,82.0,65.66666666666667
83,14,1,63.0,52.0,66.0
79,15,1,83.0,63.0,75.0
116,16,1,79.0,83.0,92.66666666666667
118,17,1,116.0,79.0,104.33333333333333
101,18,1,118.0,116.0,111.66666666666667
71,19,1,101.0,118.0,96.66666666666667
47,20,1,71.0,101.0,73.0
43,21,1,47.0,71.0,53.666666666666664
21,22,1,43.0,47.0,37.0
18,23,1,21.0,43.0,27.333333333333332
13,0,2,18.0,21.0,17.333333333333332
10,1,2,13.0,18.0,13.666666666666666
8,2,2,10.0,13.0,10.333333333333334
6,3,2,8.0,10.0,8.0
19,4,2,6.0,8.0,11.0
25,5,2,19.0,6.0,16.666666666666668
53,6,2,25.0,19.0,32.333333333333336
92,7,2,53.0,25.0,56.666666666666664
130,8,2,92.0,53.0,91.66666666666667
108,9,2,130.0,92.0,110.0
91,10,2,108.0,130.0,109.66666666666667
70,11,2,91.0,108.0,89.66666666666667
58,12,2,70.0,91.0,73.0
62,13,2,58.0,70.0,63.333333333333336
73,14,2,62.0,58.0,64.33333333333333
100,15,2,73.0,62.0,78.33333333333333
117,16,2,100.0,73.0,96.66666666666667
125,17,2,117.0,100.0,114.0
78,18,2,125.0,117.0,106.66666666666667
67,19,2,78.0,125.0,90.0
42,20,2,67.0,78.0,62.333333333333336
43,21,2,42.0,67.0,50.666666666666664
33,22,2,43.0,42.0,39.333333333333336
17,23,2,33.0,43.0,31.0
15,0,3,17.0,33.0,21.666666666666668
6,1,3,15.0,17.0,12.666666666666666
2,2,3,6.0,15.0,7.666666666666667
10,3,3,2.0,6.0,6.0
13,4,3,10.0,2.0,8.333333333333334
17,5,3,13.0,10.0,13.333333333333334
42,6,3,17.0,13.0,24.0
104,7,3,42.0,17.0,54.333333333333336
124,8,3,104.0,42.0,90.0
124,9,3,124.0,104.0,117.33333333333333
76,10,3,124.0,124.0,108.0
74,11,3,76.0,124.0,91.33333333333333
61,12,3,74.0,76.0,70.33333333333333
65,13,3,61.0,74.0,66.66666666666667
66,14,3,65.0,61.0,64.0
96,15,3,66.0,65.0,75.66666666666667
126,16,3,96.0,66.0,96.0
104,17,3,126.0,96.0,108.66666666666667
100,18,3,104.0,126.0,110.0
56,19,3,100.0,104.0,86.66666666666667
62,20,3,56.0,100.0,72.66666666666667
44,21,3,62.0,56.0,54.0
31,22,3,44.0,62.0,45.666666666666664
22,23,3,31.0,44.0,32.333333333333336
8,0,4,22.0,31.0,20.333333333333332
9,1,4,8.0,22.0,13.0
11,2,4,9.0,8.0,9.333333333333334
8,3,4,11.0,9.0,9.333333333333334
11,4,4,8.0,11.0,10.0
24,5,4,11.0,8.0,14.333333333333334
45,6,4,24.0,11.0,26.666666666666668
78,7,4,45.0,24.0,49.0
135,8,4,78.0,45.0,86.0
115,9,4,135.0,78.0,109.33333333333333
107,10,4,115.0,135.0,119.0
76,11,4,107.0,115.0,99.33333333333333
72,12,4,76.0,107.0,85.0
72,13,4,72.0,76.0,73.33333333333333
68,14,4,72.0,72.0,70.66666666666667
99,15,4,68.0,72.0,79.66666666666667
133,16,4,99.0,68.0,100.0
105,17,4,133.0,99.0,112.33333333333333
73,18,4,105.0,133.0,103.66666666666667
63,19,4,73.0,105.0,80.33333333333333
47,20,4,63.0,73.0,61.0
34,21,4,47.0,63.0,48.0
26,22,4,34.0,47.0,35.666666666666664
21,23,4,26.0,34.0,27.0
15,0,5,21.0,26.0,20.666666666666668
6,1,5,15.0,21.0,14.0
6,2,5,6.0,15.0,9.0
10,3,5,6.0,6.0,7.333333333333333
12,4,5,10.0,6.0,9.333333333333334
42,5,5,12.0,10.0,21.333333333333332
59,6,5,42.0,12.0,37.666666666666664
85,7,5,59.0,42.0,62.0
128,8,5,85.0,59.0,90.66666666666667
116,9,5,128.0,85.0,109.66666666666667
90,10,5,116.0,128.0,111.33333333333333
77,11,5,90.0,116.0,94.33333333333333
60,12,5,77.0,90.0,75.66666666666667
61,13,5,60.0,77.0,66.0
74,14,5,61.0,60.0,65.0
88,15,5,74.0,61.0,74.33333333333333
136,16,5,88.0,74.0,99.33333333333333
90,17,5,136.0,88.0,104.66666666666667
97,18,5,90.0,136.0,107.66666666666667
67,19,5,97.0,90.0,84.66666666666667
56,20,5,67.0,97.0,73.33333333333333
29,21,5,56.0,67.0,50.666666666666664
21,22,5,29.0,56.0,35.333333333333336
15,23,5,21.0,29.0,21.666666666666668
9,0,6,15.0,21.0,15.0
10,1,6,9.0,15.0,11.333333333333334
8,2,6,10.0,9.0,9.0
9,3,6,8.0,10.0,9.0
13,4,6,9.0,8.0,10.0
23,5,6,13.0,9.0,15.0
47,6,6,23.0,13.0,27.666666666666668
105,7,6,47.0,23.0,58.333333333333336
100,8,6,105.0,47.0,84.0
119,9,6,100.0,105.0,108.0
99,10,6,119.0,100.0,106.0
70,11,6,99.0,119.0,96.0
60,12,6,70.0,99.0,76.33333333333333
74,13,6,60.0,70.0,68.0
54,14,6,74.0,60.0,62.666666666666664
90,15,6,54.0,74.0,72.66666666666667
126,16,6,90.0,54.0,90.0
119,17,6,126.0,90.0,111.66666666666667
100,18,6,119.0,126.0,115.0
65,19,6,100.0,119.0,94.66666666666667
59,20,6,65.0,100.0,74.66666666666667
40,21,6,59.0,65.0,54.666666666666664
24,22,6,40.0,59.0,41.0
17,23,6,24.0,40.0,27.0
15,0,0,17.0,24.0,18.666666666666668
8,1,0,15.0,17.0,13.333333333333334
5,2,0,8.0,15.0,9.333333333333334
10,3,0,5.0,8.0,7.666666666666667
6,4,0,10.0,5.0,7.0
19,5,0,6.0,10.0,11.666666666666666
44,6,0,19.0,6.0,23.0
91,7,0,44.0,19.0,51.333333333333336
127,8,0,91.0,44.0,87.33333333333333
136,9,0,127.0,91.0,118.0
88,10,0,136.0,127.0,117.0
91,11,0,88.0,136.0,105.0
71,12,0,91.0,88.0,83.33333333333333
50,13,0,71.0,91.0,70.66666666666667
77,14,0,50.0,71.0,66.0
85,15,0,77.0,50.0,70.66666666666667
128,16,0,85.0,77.0,96.66666666666667
117,17,0,128.0,85.0,110.0
89,18,0,117.0,128.0,111.33333333333333
57,19,0,89.0,117.0,87.66666666666667
48,20,0,57.0,89.0,64.66666666666667
41,21,0,48.0,57.0,48.666666666666664
22,22,0,41.0,48.0,37.0
15,23,0,22.0,41.0,26.0
11,0,1,15.0,22.0,16.0
8,1,1,11.0,15.0,11.333333333333334
9,2,1,8.0,11.0,9.333333333333334
7,3,1,9.0,8.0,8.0
14,4,1,7.0,9.0,10.0
25,5,1,14.0,7.0,15.333333333333334
52,6,1,25.0,14.0,30.333333333333332
98,7,1,52.0,25.0,58.333333333333336
136,8,1,98.0,52.0,95.33333333333333
99,9,1,136.0,98.0,111.0
92,10,1,99.0,136.0,109.0
67,11,1,92.0,99.0,86.0
56,12,1,67.0,92.0,71.66666666666667
66,13,1,56.0,67.0,63.0
89,14,1,66.0,56.0,70.33333333333333
98,15,1,89.0,66.0,84.33333333333333
120,16,1,98.0,89.0,102.33333333333333
106,17,1,120.0,98.0,108.0
88,18,1,106.0,120.0,104.66666666666667
71,19,1,88.0,106.0,88.33333333333333
37,20,1,71.0,88.0,65.33333333333333
51,21,1,37.0,71.0,53.0
29,22,1,51.0,37.0,39.0
11,23,1,29.0,51.0,30.333333333333332
9,0,2,11.0,29.0,16.333333333333332
9,1,2,9.0,11.0,9.666666666666666
9,2,2,9.0,9.0,9.0
7,3,2,9.0,9.0,8.333333333333334
14,4,2,7.0,9.0,10.0
28,5,2,14.0,7.0,16.333333333333332
43,6,2,28.0,14.0,28.333333333333332
89,7,2,43.0,28.0,53.333333333333336
127,8,2,89.0,43.0,86.33333333333333
115,9,2,127.0,89.0,110.33333333333333
81,10,2,115.0,127.0,107.66666666666667
74,11,2,81.0,115.0,90.0
56,12,2,74.0,81.0,70.33333333333333
58,13,2,56.0,74.0,62.666666666666664
76,14,2,58.0,56.0,63.333333333333336
94,15,2,76.0,58.0,76.0
141,16,2,94.0,76.0,103.66666666666667
125,17,2,141.0,94.0,120.0
82,18,2,125.0,141.0,116.0
65,19,2,82.0,125.0,90.66666666666667
60,20,2,65.0,82.0,69.0
39,21,2,60.0,65.0,54.666666666666664
20,22,2,39.0,60.0,39.666666666666664
19,23,2,20.0,39.0,26.0
10,0,3,19.0,20.0,16.333333333333332
14,1,3,10.0,19.0,14.333333333333334
3,2,3,14.0,10.0,9.0
5,3,3,3.0,14.0,7.333333333333333
14,4,3,5.0,3.0,7.333333333333333
24,5,3,14.0,5.0,14.333333333333334
49,6,3,24.0,14.0,29.0
87,7,3,49.0,24.0,53.333333333333336
119,8,3,87.0,49.0,85.0
102,9,3,119.0,87.0,102.66666666666667
81,10,3,102.0,119.0,100.66666666666667
89,11,3,81.0,102.0,90.66666666666667
78,12,3,89.0,81.0,82.66666666666667
74,13,3,78.0,89.0,80.33333333333333
74,14,3,74.0,78.0,75.33333333333333
94,15,3,74.0,74.0,80.66666666666667
116,16,3,94.0,74.0,94.66666666666667
131,17,3,116.0,94.0,113.66666666666667
90,18,3,131.0,116.0,112.33333333333333
62,19,3,90.0,131.0,94.33333333333333
47,20,3,62.0,90.0,66.33333333333333
37,21,3,47.0,62.0,48.666666666666664
21,22,3,37.0,47.0,35.0
19,23,3,21.0,37.0,25.666666666666668
11,0,4,19.0,21.0,17.0
6,1,4,11.0,19.0,12.0
12,2,4,6.0,11.0,9.666666666666666
6,3,4,12.0,6.0,8.0
14,4,4,6.0,12.0,10.666666666666666
26,5,4,14.0,6.0,15.333333333333334
48,6,4,26.0,14.0,29.333333333333332
89,7,4,48.0,26.0,54.333333333333336
137,8,4,89.0,48.0,91.33333333333333
108,9,4,137.0,89.0,111.33333333333333
72,10,4,108.0,137.0,105.66666666666667
82,11,4,72.0,108.0,87.33333333333333
71,12,4,82.0,72.0,75.0
62,13,4,71.0,82.0,71.66666666666667
77,14,4,62.0,71.0,70.0
89,15,4,77.0,62.0,76.0
132,16,4,89.0,77.0,99.33333333333333
114,17,4,132.0,89.0,111.66666666666667
81,18,4,114.0,132.0,109.0
71,19,4,81.0,114.0,88.66666666666667
45,20,4,71.0,81.0,65.66666666666667
38,21,4,45.0,71.0,51.333333333333336
31,22,4,38.0,45.0,38.0
18,23,4,31.0,38.0,29.0
10,0,5,18.0,31.0,19.666666666666668
7,1,5,10.0,18.0,11.666666666666666
7,2,5,7.0,10.0,8.0
5,3,5,7.0,7.0,6.333333333333333
6,4,5,5.0,7.0,6.0
14,5,5,6.0,5.0,8.333333333333334
23,6,5,14.0,6.0,14.333333333333334
54,7,5,23.0,14.0,30.333333333333332
63,8,5,54.0,23.0,46.666666666666664
59,9,5,63.0,54.0,58.666666666666664
66,10,5,59.0,63.0,62.666666666666664
59,11,5,66.0,59.0,61.333333333333336
32,12,5,59.0,66.0,52.333333333333336
36,13,5,32.0,59.0,42.333333333333336
37,14,5,36.0,32.0,35.0
42,15,5,37.0,36.0,38.333333333333336
71,16,5,42.0,37.0,50.0
58,17,5,71.0,42.0,57.0
46,18,5,58.0,71.0,58.333333333333336
36,19,5,46.0,58.0,46.666666666666664
27,20,5,36.0,46.0,36.333333333333336
16,21,5,27.0,36.0,26.333333333333332
14,22,5,16.0,27.0,19.0
11,23,5,14.0,16.0,13.666666666666666
